,URL,State/Postal,Prices,Address,beds,links
45,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",174900.0," 535 Clairbrook Ave, Columbus, OH 43228 "," 3 3 1,774 - House for sale</li></ul>","https://www.zillow.com/homedetails/535-Clairbrook-Ave-Columbus-OH-43228/34093710_zpid/""tabindex=""0""><addressclass=""list-card-addr"">535ClairbrookAve,Columbus,OH43228</address></a>"
46,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",249900.0," 110 Letchworth Ave, Columbus, OH 43204 "," 4 3 2,121 - House for sale</li></ul>","https://www.zillow.com/homedetails/110-Letchworth-Ave-Columbus-OH-43204/33873859_zpid/""tabindex=""0""><addressclass=""list-card-addr"">110LetchworthAve,Columbus,OH43204</address></a>"
47,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",579900.0," 635 E Cooke Rd, Columbus, OH 43214 "," 4 3 2,180 - House for sale</li></ul>","https://www.zillow.com/homedetails/635-E-Cooke-Rd-Columbus-OH-43214/33881115_zpid/""tabindex=""0""><addressclass=""list-card-addr"">635ECookeRd,Columbus,OH43214</address></a>"
48,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",98500.0," 525 Ryan Ave, Columbus, OH 43223 "," 2 2 1,088 - House for sale</li></ul>","https://www.zillow.com/homedetails/525-Ryan-Ave-Columbus-OH-43223/33865078_zpid/""tabindex=""0""><addressclass=""list-card-addr"">525RyanAve,Columbus,OH43223</address></a>"
49,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",148000.0," 2237 Gerbert Rd, Columbus, OH 43211 ", 4 1 936 - House for sale</li></ul>,"https://www.zillow.com/homedetails/2237-Gerbert-Rd-Columbus-OH-43211/33871402_zpid/""tabindex=""0""><addressclass=""list-card-addr"">2237GerbertRd,Columbus,OH43211</address></a>"
50,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",274900.0," 80 E Blake Ave, Columbus, OH 43202 "," 1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1 570 - Condo for sale</li></ul>","https://www.zillow.com/homedetails/80-E-Blake-Ave-Columbus-OH-43202/33841216_zpid/""tabindex=""0""><addressclass=""list-card-addr"">80EBlakeAve,Columbus,OH43202</address></a>"
51,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",299900.0," 6201 Norway Glen Ave, Columbus, OH 43230 "," 4 3 2,448 - House for sale</li></ul>","https://www.zillow.com/homedetails/6201-Norway-Glen-Ave-Columbus-OH-43230/71237815_zpid/""tabindex=""0""><addressclass=""list-card-addr"">6201NorwayGlenAve,Columbus,OH43230</address></a>"
52,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",119900.0," 2531 Broadleaf Ct, Columbus, OH 43224 "," 3 2 1,564 - House for sale</li></ul>","https://www.zillow.com/homedetails/2531-Broadleaf-Ct-Columbus-OH-43224/33936406_zpid/""tabindex=""0""><addressclass=""list-card-addr"">2531BroadleafCt,Columbus,OH43224</address></a>"
53,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",399900.0," 987 Larkstone Dr, Columbus, OH 43235 "," 4 2 1,472 - House for sale</li></ul>","https://www.zillow.com/homedetails/987-Larkstone-Dr-Columbus-OH-43235/34050235_zpid/""tabindex=""0""><addressclass=""list-card-addr"">987LarkstoneDr,Columbus,OH43235</address></a>"
54,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",82500.0," 2595 McGuffey Rd, Columbus, OH 43211 "," 3 3 1,774 - House for sale</li></ul>","https://www.zillow.com/homedetails/2595-McGuffey-Rd-Columbus-OH-43211/33871771_zpid/""tabindex=""0""><addressclass=""list-card-addr"">2595McGuffeyRd,Columbus,OH43211</address></a>"
55,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",209900.0," 4642 N High St #4642, Columbus, OH 43214 "," 4 3 2,121 - House for sale</li></ul>","https://www.zillow.com/homedetails/4642-N-High-St-4642-Columbus-OH-43214/2064329214_zpid/""tabindex=""0""><addressclass=""list-card-addr"">4642NHighSt#4642,Columbus,OH43214</address></a>"
56,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",82500.0," 2440 Ravenel Dr, Columbus, OH 43209 "," 4 3 2,180 - House for sale</li></ul>","https://www.zillow.com/homedetails/2440-Ravenel-Dr-Columbus-OH-43209/33936243_zpid/""tabindex=""0""><addressclass=""list-card-addr"">2440RavenelDr,Columbus,OH43209</address></a>"
57,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",339900.0," 161 E Oakland Ave, Columbus, OH 43201 "," 2 2 1,088 - House for sale</li></ul>","https://www.zillow.com/homedetails/161-E-Oakland-Ave-Columbus-OH-43201/33851331_zpid/""tabindex=""0""><addressclass=""list-card-addr"">161EOaklandAve,Columbus,OH43201</address></a>"
58,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",399900.0," 106 N High St APT 501, Columbus, OH 43215 ", 4 1 936 - House for sale</li></ul>,"https://www.zillow.com/homedetails/106-N-High-St-APT-501-Columbus-OH-43215/2140021324_zpid/""tabindex=""0""><addressclass=""list-card-addr"">106NHighStAPT501,Columbus,OH43215</address></a>"
59,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",176000.0," 1857 S Tamarack Crk, Columbus, OH 43229 "," 1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1 570 - Condo for sale</li></ul>","https://www.zillow.com/homedetails/1857-S-Tamarack-Crk-Columbus-OH-43229/33926910_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1857STamarackCrk,Columbus,OH43229</address></a>"
60,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",875000.0," 1167 Neil Ave, Columbus, OH 43201 "," 4 3 2,448 - House for sale</li></ul>","https://www.zillow.com/homedetails/1167-Neil-Ave-Columbus-OH-43201/103772239_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1167NeilAve,Columbus,OH43201</address></a>"
61,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",405000.0," 3021 Carrock Ct, Columbus, OH 43219 "," 3 2 1,564 - House for sale</li></ul>","https://www.zillow.com/homedetails/3021-Carrock-Ct-Columbus-OH-43219/80902708_zpid/""tabindex=""0""><addressclass=""list-card-addr"">3021CarrockCt,Columbus,OH43219</address></a>"
62,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",167777.0," 5544 Parkshire Dr, Columbus, OH 43229 "," 4 2 1,472 - House for sale</li></ul>","https://www.zillow.com/homedetails/5544-Parkshire-Dr-Columbus-OH-43229/33949727_zpid/""tabindex=""0""><addressclass=""list-card-addr"">5544ParkshireDr,Columbus,OH43229</address></a>"
63,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",106000.0," 3164 Hamilton Ave, Columbus, OH 43224 "," 3 3 1,774 - House for sale</li></ul>","https://www.zillow.com/homedetails/3164-Hamilton-Ave-Columbus-OH-43224/33887994_zpid/""tabindex=""0""><addressclass=""list-card-addr"">3164HamiltonAve,Columbus,OH43224</address></a>"
64,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",285000.0," 1814 Hess Blvd, Columbus, OH 43212 "," 4 3 2,121 - House for sale</li></ul>","https://www.zillow.com/homedetails/1814-Hess-Blvd-Columbus-OH-43212/34026931_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1814HessBlvd,Columbus,OH43212</address></a>"
65,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",414900.0," 565 Lathrop St, Columbus, OH 43206 "," 4 3 2,180 - House for sale</li></ul>","https://www.zillow.com/homedetails/565-Lathrop-St-Columbus-OH-43206/33850839_zpid/""tabindex=""0""><addressclass=""list-card-addr"">565LathropSt,Columbus,OH43206</address></a>"
66,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",187775.0," 2197 Hamilton Ave, Columbus, OH 43211 "," 2 2 1,088 - House for sale</li></ul>","https://www.zillow.com/homedetails/2197-Hamilton-Ave-Columbus-OH-43211/33870735_zpid/""tabindex=""0""><addressclass=""list-card-addr"">2197HamiltonAve,Columbus,OH43211</address></a>"
67,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",284900.0," 3230 Timberstone Dr, Canal Winchester, OH 43110 ", 4 1 936 - House for sale</li></ul>,"https://www.zillow.com/homedetails/3230-Timberstone-Dr-Canal-Winchester-OH-43110/58392050_zpid/""tabindex=""0""><addressclass=""list-card-addr"">3230TimberstoneDr,CanalWinchester,OH43110</address></a>"
68,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",285000.0," 70 S Sylvan Ave, Columbus, OH 43204 "," 1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1 570 - Condo for sale</li></ul>","https://www.zillow.com/homedetails/70-S-Sylvan-Ave-Columbus-OH-43204/33873800_zpid/""tabindex=""0""><addressclass=""list-card-addr"">70SSylvanAve,Columbus,OH43204</address></a>"
69,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",239650.0," 106 N High St APT 706, Columbus, OH 43215 "," 4 3 2,448 - House for sale</li></ul>","https://www.zillow.com/homedetails/106-N-High-St-APT-706-Columbus-OH-43215/2146454886_zpid/""tabindex=""0""><addressclass=""list-card-addr"">106NHighStAPT706,Columbus,OH43215</address></a>"
70,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",775000.0," 264 Carpenter St, Columbus, OH 43205 "," 3 2 1,564 - House for sale</li></ul>","https://www.zillow.com/homedetails/264-Carpenter-St-Columbus-OH-43205/2077061658_zpid/""tabindex=""0""><addressclass=""list-card-addr"">264CarpenterSt,Columbus,OH43205</address></a>"
71,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",374900.0," 1786 Demorest Rd, Columbus, OH 43228 "," 4 2 1,472 - House for sale</li></ul>","https://www.zillow.com/homedetails/1786-Demorest-Rd-Columbus-OH-43228/33945069_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1786DemorestRd,Columbus,OH43228</address></a>"
72,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",375000.0," 652 S Champion Ave, Columbus, OH 43205 "," 3 3 1,774 - House for sale</li></ul>","https://www.zillow.com/homedetails/652-S-Champion-Ave-Columbus-OH-43205/33828907_zpid/""tabindex=""0""><addressclass=""list-card-addr"">652SChampionAve,Columbus,OH43205</address></a>"
73,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",171900.0," 1001 Howard St, Columbus, OH 43201 "," 4 3 2,121 - House for sale</li></ul>","https://www.zillow.com/homedetails/1001-Howard-St-Columbus-OH-43201/33840824_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1001HowardSt,Columbus,OH43201</address></a>"
74,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",249900.0," 1349 Oakwood Ave, Columbus, OH 43206 "," 4 3 2,180 - House for sale</li></ul>","https://www.zillow.com/homedetails/1349-Oakwood-Ave-Columbus-OH-43206/33846243_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1349OakwoodAve,Columbus,OH43206</address></a>"
75,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",800000.0," 450 Vermont Pl, Columbus, OH 43201 "," 2 2 1,088 - House for sale</li></ul>","https://www.zillow.com/homedetails/450-Vermont-Pl-Columbus-OH-43201/33857245_zpid/""tabindex=""0""><addressclass=""list-card-addr"">450VermontPl,Columbus,OH43201</address></a>"
76,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",75500.0," 3821 Lamarque Ct, Columbus, OH 43232 ", 4 1 936 - House for sale</li></ul>,"https://www.zillow.com/homedetails/3821-Lamarque-Ct-Columbus-OH-43232/33933001_zpid/""tabindex=""0""><addressclass=""list-card-addr"">3821LamarqueCt,Columbus,OH43232</address></a>"
77,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",1350000.0," 313 Jackson St, Columbus, OH 43206 "," 1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1 570 - Condo for sale</li></ul>","https://www.zillow.com/homedetails/313-Jackson-St-Columbus-OH-43206/33851381_zpid/""tabindex=""0""><addressclass=""list-card-addr"">313JacksonSt,Columbus,OH43206</address></a>"
78,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",665000.0," 111 Oakland Park Ave, Columbus, OH 43214 "," 4 3 2,448 - House for sale</li></ul>","https://www.zillow.com/homedetails/111-Oakland-Park-Ave-Columbus-OH-43214/33840724_zpid/""tabindex=""0""><addressclass=""list-card-addr"">111OaklandParkAve,Columbus,OH43214</address></a>"
79,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",225000.0," 1059 Cypress Ridge Pl, Columbus, OH 43228 "," 3 2 1,564 - House for sale</li></ul>","https://www.zillow.com/homedetails/1059-Cypress-Ridge-Pl-Columbus-OH-43228/34099091_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1059CypressRidgePl,Columbus,OH43228</address></a>"
80,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",350000.0," 956 Ellsworth Ave #956, Columbus, OH 43206 "," 4 2 1,472 - House for sale</li></ul>","https://www.zillow.com/homedetails/956-Ellsworth-Ave-956-Columbus-OH-43206/2062672706_zpid/""tabindex=""0""><addressclass=""list-card-addr"">956EllsworthAve#956,Columbus,OH43206</address></a>"
81,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",291000.0," 6003 Beechcroft Rd, Columbus, OH 43229 "," 3 3 1,774 - House for sale</li></ul>","https://www.zillow.com/homedetails/6003-Beechcroft-Rd-Columbus-OH-43229/33930988_zpid/""tabindex=""0""><addressclass=""list-card-addr"">6003BeechcroftRd,Columbus,OH43229</address></a>"
82,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",579900.0," 343 Frebis Ave, Columbus, OH 43206 "," 4 3 2,121 - House for sale</li></ul>","https://www.zillow.com/homedetails/343-Frebis-Ave-Columbus-OH-43206/33863796_zpid/""tabindex=""0""><addressclass=""list-card-addr"">343FrebisAve,Columbus,OH43206</address></a>"
83,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",420000.0," 1109 Say Ave, Columbus, OH 43201 "," 4 3 2,180 - House for sale</li></ul>","https://www.zillow.com/homedetails/1109-Say-Ave-Columbus-OH-43201/33856803_zpid/""tabindex=""0""><addressclass=""list-card-addr"">1109SayAve,Columbus,OH43201</address></a>"
84,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",429900.0," 5829 Robert Paul Pl, Columbus, OH 43231 "," 2 2 1,088 - House for sale</li></ul>","https://www.zillow.com/homedetails/5829-Robert-Paul-Pl-Columbus-OH-43231/33940650_zpid/""tabindex=""0""><addressclass=""list-card-addr"">5829RobertPaulPl,Columbus,OH43231</address></a>"
85,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",1950000.0," 8 E Broad St UNIT 1701, Columbus, OH 43215 ", 4 1 936 - House for sale</li></ul>,"https://www.zillow.com/homedetails/8-E-Broad-St-UNIT-1701-Columbus-OH-43215/2068028504_zpid/""tabindex=""0""><addressclass=""list-card-addr"">8EBroadStUNIT1701,Columbus,OH43215</address></a>"
86,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",585000.0," 141 S Kellner Rd, Columbus, OH 43209 "," 1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1 570 - Condo for sale</li></ul>","https://www.zillow.com/homedetails/141-S-Kellner-Rd-Columbus-OH-43209/33883808_zpid/""tabindex=""0""><addressclass=""list-card-addr"">141SKellnerRd,Columbus,OH43209</address></a>"
87,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",50.0," 675 Kelton Ave, Columbus, OH 43205 "," 4 3 2,448 - House for sale</li></ul>","https://www.zillow.com/homedetails/675-Kelton-Ave-Columbus-OH-43205/33848996_zpid/""tabindex=""0""><addressclass=""list-card-addr"">675KeltonAve,Columbus,OH43205</address></a>"
88,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",219900.0," 863 E Columbus St, Columbus, OH 43206 "," 3 2 1,564 - House for sale</li></ul>","https://www.zillow.com/homedetails/863-E-Columbus-St-Columbus-OH-43206/33845887_zpid/""tabindex=""0""><addressclass=""list-card-addr"">863EColumbusSt,Columbus,OH43206</address></a>"
89,"https://www.zillow.com/homes/for_sale/Columbus, OH","Columbus, OH",375000.0," 5471 Town Hill Dr, Canal Winchester, OH 43110 "," 4 2 1,472 - House for sale</li></ul>","https://www.zillow.com/homedetails/5471-Town-Hill-Dr-Canal-Winchester-OH-43110/92556791_zpid/""tabindex=""0""><addressclass=""list-card-addr"">5471TownHillDr,CanalWinchester,OH43110</address></a>"
